comunidad,provincia,year,Titularidad,Clase_via,tipo_via,longitud,Textbox24,Textbox25,Textbox14,Textbox7,Textbox3,Textbox5,Textbox10,Textbox11,Textbox26,Textbox12,Textbox13,Textbox110,Textbox27,Textbox8,Textbox6
"Murcia, Región de",Murcia,2015,Comunidades autónomas,Gran capacidad,Carreteras multicarril,"79,68",Subtotal gran capacidad,"247,52",Subtotal comunidades autónomas,"2.890,64",Total 2015,"3.448,83","Subtotal Murcia, Región de","79,68","247,52","2.890,64","3.448,83","756,42","3.967,90","71.324,08","166.002,53"
"Murcia, Región de",Murcia,2015,Comunidades autónomas,Resto de vías,Carreteras convencionales,"2.643,12",Subtotal resto de vías,"2.643,12",Subtotal comunidades autónomas,"2.890,64",Total 2015,"3.448,83","Subtotal Murcia, Región de","2.643,12","2.643,12","2.890,64","3.448,83","67.356,18","67.356,18","71.324,08","166.002,53"
"Murcia, Región de",Murcia,2015,Diputaciones y cabildos,Gran capacidad,Autopistas de peaje,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,,Total 2015,"3.448,83","Subtotal Murcia, Región de",,,,"3.448,83","171,43","1.111,22","68.349,11","166.002,53"
"Murcia, Región de",Murcia,2015,Diputaciones y cabildos,Gran capacidad,Autopistas libres y autovías,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,,Total 2015,"3.448,83","Subtotal Murcia, Región de",,,,"3.448,83","573,15","1.111,22","68.349,11","166.002,53"
"Murcia, Región de",Murcia,2015,Diputaciones y cabildos,Gran capacidad,Carreteras multicarril,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,,Total 2015,"3.448,83","Subtotal Murcia, Región de",,,,"3.448,83","366,63","1.111,22","68.349,11","166.002,53"
"Murcia, Región de",Murcia,2015,Diputaciones y cabildos,Resto de vías,Carreteras convencionales,,Subtotal resto de vías,,Subtotal diputaciones y cabildos,,Total 2015,"3.448,83","Subtotal Murcia, Región de",,,,"3.448,83","67.237,89","67.237,89","68.349,11","166.002,53"
"Murcia, Región de",Murcia,2016,Estado,Gran capacidad,Autopistas de peaje,"114,64",Subtotal gran capacidad,"416,20",Subtotal Estado,"558,19",Total 2016,"3.448,83","Subtotal Murcia, Región de","114,64","416,20","558,19","3.448,83","2.538,76","11.956,41","26.394,72","165.482,82"
"Murcia, Región de",Murcia,2016,Estado,Gran capacidad,Autopistas libres y autovías,"290,26",Subtotal gran capacidad,"416,20",Subtotal Estado,"558,19",Total 2016,"3.448,83","Subtotal Murcia, Región de","290,26","416,20","558,19","3.448,83","8.910,12","11.956,41","26.394,72","165.482,82"
"Murcia, Región de",Murcia,2016,Estado,Gran capacidad,Carreteras multicarril,"11,30",Subtotal gran capacidad,"416,20",Subtotal Estado,"558,19",Total 2016,"3.448,83","Subtotal Murcia, Región de","11,30","416,20","558,19","3.448,83","507,53","11.956,41","26.394,72","165.482,82"
"Murcia, Región de",Murcia,2016,Estado,Resto de vías,Carreteras convencionales,"142,00",Subtotal resto de vías,"142,00",Subtotal Estado,"558,19",Total 2016,"3.448,83","Subtotal Murcia, Región de","142,00","142,00","558,19","3.448,83","14.438,32","14.438,32","26.394,72","165.482,82"
"Murcia, Región de",Murcia,2016,Comunidades autónomas,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"247,52",Subtotal comunidades autónomas,"2.890,64",Total 2016,"3.448,83","Subtotal Murcia, Región de","0,00","247,52","2.890,64","3.448,83","328,62","4.002,17","71.290,70","165.482,82"
"Murcia, Región de",Murcia,2016,Comunidades autónomas,Gran capacidad,Autopistas libres y autovías,"167,84",Subtotal gran capacidad,"247,52",Subtotal comunidades autónomas,"2.890,64",Total 2016,"3.448,83","Subtotal Murcia, Región de","167,84","247,52","2.890,64","3.448,83","2.907,10","4.002,17","71.290,70","165.482,82"
"Murcia, Región de",Murcia,2016,Comunidades autónomas,Gran capacidad,Carreteras multicarril,"79,68",Subtotal gran capacidad,"247,52",Subtotal comunidades autónomas,"2.890,64",Total 2016,"3.448,83","Subtotal Murcia, Región de","79,68","247,52","2.890,64","3.448,83","766,45","4.002,17","71.290,70","165.482,82"
"Murcia, Región de",Murcia,2016,Comunidades autónomas,Resto de vías,Carreteras convencionales,"2.643,12",Subtotal resto de vías,"2.643,12",Subtotal comunidades autónomas,"2.890,64",Total 2016,"3.448,83","Subtotal Murcia, Región de","2.643,12","2.643,12","2.890,64","3.448,83","67.288,53","67.288,53","71.290,70","165.482,82"
"Murcia, Región de",Murcia,2016,Diputaciones y cabildos,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"0,00",Total 2016,"3.448,83","Subtotal Murcia, Región de","0,00","0,00","0,00","3.448,83","171,43","1.149,83","67.797,40","165.482,82"
"Murcia, Región de",Murcia,2016,Diputaciones y cabildos,Gran capacidad,Autopistas libres y autovías,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"0,00",Total 2016,"3.448,83","Subtotal Murcia, Región de","0,00","0,00","0,00","3.448,83","587,50","1.149,83","67.797,40","165.482,82"
"Murcia, Región de",Murcia,2016,Diputaciones y cabildos,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"0,00",Total 2016,"3.448,83","Subtotal Murcia, Región de","0,00","0,00","0,00","3.448,83","390,90","1.149,83","67.797,40","165.482,82"
"Murcia, Región de",Murcia,2016,Diputaciones y cabildos,Resto de vías,Carreteras convencionales,"0,00",Subtotal resto de vías,"0,00",Subtotal diputaciones y cabildos,"0,00",Total 2016,"3.448,83","Subtotal Murcia, Región de","0,00","0,00","0,00","3.448,83","66.647,57","66.647,57","67.797,40","165.482,82"
"Murcia, Región de",Murcia,2017,Estado,Gran capacidad,Autopistas de peaje,"114,64",Subtotal gran capacidad,"439,44",Subtotal Estado,"577,54",Total 2017,"3.468,18","Subtotal Murcia, Región de","114,64","439,44","577,54","3.468,18","2.538,76","11.973,76","26.392,56","165.685,55"
"Murcia, Región de",Murcia,2017,Estado,Gran capacidad,Autopistas libres y autovías,"313,50",Subtotal gran capacidad,"439,44",Subtotal Estado,"577,54",Total 2017,"3.468,18","Subtotal Murcia, Región de","313,50","439,44","577,54","3.468,18","8.949,45","11.973,76","26.392,56","165.685,55"
"Murcia, Región de",Murcia,2017,Estado,Gran capacidad,Carreteras multicarril,"11,30",Subtotal gran capacidad,"439,44",Subtotal Estado,"577,54",Total 2017,"3.468,18","Subtotal Murcia, Región de","11,30","439,44","577,54","3.468,18","485,55","11.973,76","26.392,56","165.685,55"
"Murcia, Región de",Murcia,2017,Estado,Resto de vías,Carreteras convencionales,"138,11",Subtotal resto de vías,"138,11",Subtotal Estado,"577,54",Total 2017,"3.468,18","Subtotal Murcia, Región de","138,11","138,11","577,54","3.468,18","14.418,81","14.418,81","26.392,56","165.685,55"
"Murcia, Región de",Murcia,2017,Comunidades autónomas,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"247,52",Subtotal comunidades autónomas,"2.890,64",Total 2017,"3.468,18","Subtotal Murcia, Región de","0,00","247,52","2.890,64","3.468,18","328,62","4.015,46","71.325,16","165.685,55"
"Murcia, Región de",Murcia,2017,Comunidades autónomas,Gran capacidad,Autopistas libres y autovías,"167,84",Subtotal gran capacidad,"247,52",Subtotal comunidades autónomas,"2.890,64",Total 2017,"3.468,18","Subtotal Murcia, Región de","167,84","247,52","2.890,64","3.468,18","2.929,26","4.015,46","71.325,16","165.685,55"
"Murcia, Región de",Murcia,2017,Comunidades autónomas,Gran capacidad,Carreteras multicarril,"79,68",Subtotal gran capacidad,"247,52",Subtotal comunidades autónomas,"2.890,64",Total 2017,"3.468,18","Subtotal Murcia, Región de","79,68","247,52","2.890,64","3.468,18","757,58","4.015,46","71.325,16","165.685,55"
"Murcia, Región de",Murcia,2017,Comunidades autónomas,Resto de vías,Carreteras convencionales,"2.643,12",Subtotal resto de vías,"2.643,12",Subtotal comunidades autónomas,"2.890,64",Total 2017,"3.468,18","Subtotal Murcia, Región de","2.643,12","2.643,12","2.890,64","3.468,18","67.309,70","67.309,70","71.325,16","165.685,55"
"Murcia, Región de",Murcia,2017,Diputaciones y cabildos,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"0,00",Total 2017,"3.468,18","Subtotal Murcia, Región de","0,00","0,00","0,00","3.468,18","171,43","1.174,21","67.967,83","165.685,55"
"Murcia, Región de",Murcia,2017,Diputaciones y cabildos,Gran capacidad,Autopistas libres y autovías,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"0,00",Total 2017,"3.468,18","Subtotal Murcia, Región de","0,00","0,00","0,00","3.468,18","605,61","1.174,21","67.967,83","165.685,55"
"Murcia, Región de",Murcia,2017,Diputaciones y cabildos,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"0,00",Total 2017,"3.468,18","Subtotal Murcia, Región de","0,00","0,00","0,00","3.468,18","397,17","1.174,21","67.967,83","165.685,55"
"Murcia, Región de",Murcia,2017,Diputaciones y cabildos,Resto de vías,Carreteras convencionales,"0,00",Subtotal resto de vías,"0,00",Subtotal diputaciones y cabildos,"0,00",Total 2017,"3.468,18","Subtotal Murcia, Región de","0,00","0,00","0,00","3.468,18","66.793,62","66.793,62","67.967,83","165.685,55"
"Murcia, Región de",Murcia,2018,Estado,Gran capacidad,Autopistas de peaje,"115,00",Subtotal gran capacidad,"439,00",Subtotal Estado,"577,00",Total 2018,"3.467,64","Subtotal Murcia, Región de","115,00","439,00","577,00","3.467,64","2.457,00","12.018,00","26.403,00","165.624,06"
"Murcia, Región de",Murcia,2018,Estado,Gran capacidad,Autopistas libres y autovías,"313,00",Subtotal gran capacidad,"439,00",Subtotal Estado,"577,00",Total 2018,"3.467,64","Subtotal Murcia, Región de","313,00","439,00","577,00","3.467,64","9.076,00","12.018,00","26.403,00","165.624,06"
"Murcia, Región de",Murcia,2018,Estado,Gran capacidad,Carreteras multicarril,"11,00",Subtotal gran capacidad,"439,00",Subtotal Estado,"577,00",Total 2018,"3.467,64","Subtotal Murcia, Región de","11,00","439,00","577,00","3.467,64","485,00","12.018,00","26.403,00","165.624,06"
"Murcia, Región de",Murcia,2018,Estado,Resto de vías,Carreteras convencionales,"138,00",Subtotal resto de vías,"138,00",Subtotal Estado,"577,00",Total 2018,"3.467,64","Subtotal Murcia, Región de","138,00","138,00","577,00","3.467,64","14.385,00","14.385,00","26.403,00","165.624,06"
"Murcia, Región de",Murcia,2018,Comunidades autónomas,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"247,52",Subtotal comunidades autónomas,"2.890,64",Total 2018,"3.467,64","Subtotal Murcia, Región de","0,00","247,52","2.890,64","3.467,64","328,62","4.016,80","71.312,90","165.624,06"
"Murcia, Región de",Murcia,2018,Comunidades autónomas,Gran capacidad,Autopistas libres y autovías,"167,84",Subtotal gran capacidad,"247,52",Subtotal comunidades autónomas,"2.890,64",Total 2018,"3.467,64","Subtotal Murcia, Región de","167,84","247,52","2.890,64","3.467,64","2.932,75","4.016,80","71.312,90","165.624,06"
"Murcia, Región de",Murcia,2018,Comunidades autónomas,Gran capacidad,Carreteras multicarril,"79,68",Subtotal gran capacidad,"247,52",Subtotal comunidades autónomas,"2.890,64",Total 2018,"3.467,64","Subtotal Murcia, Región de","79,68","247,52","2.890,64","3.467,64","755,44","4.016,80","71.312,90","165.624,06"
"Murcia, Región de",Murcia,2018,Comunidades autónomas,Resto de vías,Carreteras convencionales,"2.643,12",Subtotal resto de vías,"2.643,12",Subtotal comunidades autónomas,"2.890,64",Total 2018,"3.467,64","Subtotal Murcia, Región de","2.643,12","2.643,12","2.890,64","3.467,64","67.296,10","67.296,10","71.312,90","165.624,06"
"Murcia, Región de",Murcia,2018,Diputaciones y cabildos,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"0,00",Total 2018,"3.467,64","Subtotal Murcia, Región de","0,00","0,00","0,00","3.467,64","171,42","1.193,43","67.908,16","165.624,06"
"Murcia, Región de",Murcia,2018,Diputaciones y cabildos,Gran capacidad,Autopistas libres y autovías,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"0,00",Total 2018,"3.467,64","Subtotal Murcia, Región de","0,00","0,00","0,00","3.467,64","617,17","1.193,43","67.908,16","165.624,06"
"Murcia, Región de",Murcia,2018,Diputaciones y cabildos,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"0,00",Total 2018,"3.467,64","Subtotal Murcia, Región de","0,00","0,00","0,00","3.467,64","404,84","1.193,43","67.908,16","165.624,06"
"Murcia, Región de",Murcia,2018,Diputaciones y cabildos,Resto de vías,Carreteras convencionales,"0,00",Subtotal resto de vías,"0,00",Subtotal diputaciones y cabildos,"0,00",Total 2018,"3.467,64","Subtotal Murcia, Región de","0,00","0,00","0,00","3.467,64","66.714,73","66.714,73","67.908,16","165.624,06"
"Murcia, Región de",Murcia,2019,Estado,Gran capacidad,Autopistas de peaje,"114,64",Subtotal gran capacidad,"439,44",Subtotal Estado,"577,54",Total 2019,"3.403,54","Subtotal Murcia, Región de","114,64","439,44","577,54","3.403,54","2.379,83","12.034,70","26.466,34","165.469,50"
"Murcia, Región de",Murcia,2019,Estado,Gran capacidad,Autopistas libres y autovías,"313,50",Subtotal gran capacidad,"439,44",Subtotal Estado,"577,54",Total 2019,"3.403,54","Subtotal Murcia, Región de","313,50","439,44","577,54","3.403,54","9.167,12","12.034,70","26.466,34","165.469,50"
"Murcia, Región de",Murcia,2019,Estado,Gran capacidad,Carreteras multicarril,"11,30",Subtotal gran capacidad,"439,44",Subtotal Estado,"577,54",Total 2019,"3.403,54","Subtotal Murcia, Región de","11,30","439,44","577,54","3.403,54","487,76","12.034,70","26.466,34","165.469,50"
"Murcia, Región de",Murcia,2019,Estado,Resto de vías,Carreteras convencionales,"138,11",Subtotal resto de vías,"138,11",Subtotal Estado,"577,54",Total 2019,"3.403,54","Subtotal Murcia, Región de","138,11","138,11","577,54","3.403,54","14.431,63","14.431,63","26.466,34","165.469,50"
"Murcia, Región de",Murcia,2019,Comunidades autónomas,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"260,00",Subtotal comunidades autónomas,"2.826,00",Total 2019,"3.403,54","Subtotal Murcia, Región de","0,00","260,00","2.826,00","3.403,54","368,34","4.076,46","71.210,46","165.469,50"
"Murcia, Región de",Murcia,2019,Comunidades autónomas,Gran capacidad,Autopistas libres y autovías,"170,00",Subtotal gran capacidad,"260,00",Subtotal comunidades autónomas,"2.826,00",Total 2019,"3.403,54","Subtotal Murcia, Región de","170,00","260,00","2.826,00","3.403,54","2.937,83","4.076,46","71.210,46","165.469,50"
"Murcia, Región de",Murcia,2019,Comunidades autónomas,Gran capacidad,Carreteras multicarril,"90,00",Subtotal gran capacidad,"260,00",Subtotal comunidades autónomas,"2.826,00",Total 2019,"3.403,54","Subtotal Murcia, Región de","90,00","260,00","2.826,00","3.403,54","770,29","4.076,46","71.210,46","165.469,50"
"Murcia, Región de",Murcia,2019,Comunidades autónomas,Resto de vías,Carreteras convencionales,"2.566,00",Subtotal resto de vías,"2.566,00",Subtotal comunidades autónomas,"2.826,00",Total 2019,"3.403,54","Subtotal Murcia, Región de","2.566,00","2.566,00","2.826,00","3.403,54","67.134,00","67.134,00","71.210,46","165.469,50"
"Murcia, Región de",Murcia,2019,Diputaciones y cabildos,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"0,00",Total 2019,"3.403,54","Subtotal Murcia, Región de","0,00","0,00","0,00","3.403,54","248,98","1.276,33","67.792,71","165.469,50"
"Murcia, Región de",Murcia,2019,Diputaciones y cabildos,Gran capacidad,Autopistas libres y autovías,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"0,00",Total 2019,"3.403,54","Subtotal Murcia, Región de","0,00","0,00","0,00","3.403,54","620,16","1.276,33","67.792,71","165.469,50"
"Murcia, Región de",Murcia,2019,Diputaciones y cabildos,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"0,00",Total 2019,"3.403,54","Subtotal Murcia, Región de","0,00","0,00","0,00","3.403,54","407,19","1.276,33","67.792,71","165.469,50"
"Murcia, Región de",Murcia,2019,Diputaciones y cabildos,Resto de vías,Carreteras convencionales,"0,00",Subtotal resto de vías,"0,00",Subtotal diputaciones y cabildos,"0,00",Total 2019,"3.403,54","Subtotal Murcia, Región de","0,00","0,00","0,00","3.403,54","66.516,38","66.516,38","67.792,71","165.469,50"
"Murcia, Región de",Murcia,2020,Estado,Gran capacidad,Autopistas de peaje,"114,64",Subtotal gran capacidad,"439,44",Subtotal Estado,"574,59",Total 2020,"3.400,59","Subtotal Murcia, Región de","114,64","439,44","574,59","3.400,59","1.912,70","12.091,54","26.478,30","165.772,99"
"Murcia, Región de",Murcia,2020,Estado,Gran capacidad,Autopistas libres y autovías,"313,50",Subtotal gran capacidad,"439,44",Subtotal Estado,"574,59",Total 2020,"3.400,59","Subtotal Murcia, Región de","313,50","439,44","574,59","3.400,59","9.686,23","12.091,54","26.478,30","165.772,99"
"Murcia, Región de",Murcia,2020,Estado,Gran capacidad,Carreteras multicarril,"11,30",Subtotal gran capacidad,"439,44",Subtotal Estado,"574,59",Total 2020,"3.400,59","Subtotal Murcia, Región de","11,30","439,44","574,59","3.400,59","492,61","12.091,54","26.478,30","165.772,99"
"Murcia, Región de",Murcia,2020,Estado,Resto de vías,Carreteras convencionales,"135,16",Subtotal resto de vías,"135,16",Subtotal Estado,"574,59",Total 2020,"3.400,59","Subtotal Murcia, Región de","135,16","135,16","574,59","3.400,59","14.386,76","14.386,76","26.478,30","165.772,99"
"Murcia, Región de",Murcia,2020,Comunidades autónomas,Gran capacidad,Autopistas de peaje,,Subtotal gran capacidad,"260,00",Subtotal comunidades autónomas,"2.826,00",Total 2020,"3.400,59","Subtotal Murcia, Región de",,"260,00","2.826,00","3.400,59","368,27","4.083,70","71.310,86","165.772,99"
"Murcia, Región de",Murcia,2020,Comunidades autónomas,Gran capacidad,Autopistas libres y autovías,"170,00",Subtotal gran capacidad,"260,00",Subtotal comunidades autónomas,"2.826,00",Total 2020,"3.400,59","Subtotal Murcia, Región de","170,00","260,00","2.826,00","3.400,59","2.909,05","4.083,70","71.310,86","165.772,99"
"Murcia, Región de",Murcia,2020,Comunidades autónomas,Gran capacidad,Carreteras multicarril,"90,00",Subtotal gran capacidad,"260,00",Subtotal comunidades autónomas,"2.826,00",Total 2020,"3.400,59","Subtotal Murcia, Región de","90,00","260,00","2.826,00","3.400,59","806,37","4.083,70","71.310,86","165.772,99"
"Murcia, Región de",Murcia,2020,Comunidades autónomas,Resto de vías,Carreteras convencionales,"2.566,00",Subtotal resto de vías,"2.566,00",Subtotal comunidades autónomas,"2.826,00",Total 2020,"3.400,59","Subtotal Murcia, Región de","2.566,00","2.566,00","2.826,00","3.400,59","67.227,16","67.227,16","71.310,86","165.772,99"
"Murcia, Región de",Murcia,2020,Diputaciones y cabildos,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"0,00",Total 2020,"3.400,59","Subtotal Murcia, Región de","0,00","0,00","0,00","3.400,59","248,98","1.266,55","67.983,84","165.772,99"
"Murcia, Región de",Murcia,2020,Diputaciones y cabildos,Gran capacidad,Autopistas libres y autovías,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"0,00",Total 2020,"3.400,59","Subtotal Murcia, Región de","0,00","0,00","0,00","3.400,59","626,28","1.266,55","67.983,84","165.772,99"
"Murcia, Región de",Murcia,2020,Diputaciones y cabildos,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"0,00",Total 2020,"3.400,59","Subtotal Murcia, Región de","0,00","0,00","0,00","3.400,59","391,28","1.266,55","67.983,84","165.772,99"
"Murcia, Región de",Murcia,2020,Diputaciones y cabildos,Resto de vías,Carreteras convencionales,"0,00",Subtotal resto de vías,"0,00",Subtotal diputaciones y cabildos,"0,00",Total 2020,"3.400,59","Subtotal Murcia, Región de","0,00","0,00","0,00","3.400,59","66.717,29","66.717,29","67.983,84","165.772,99"
"Murcia, Región de",Murcia,2021,Estado,Gran capacidad,Autopistas de peaje,"114,64",Subtotal gran capacidad,"446,05",Subtotal Estado,"581,20",Total 2021,"3.350,30","Subtotal Murcia, Región de","114,64","446,05","581,20","3.350,30","1.407,08","12.164,23","26.459,26","165.934,75"
"Murcia, Región de",Murcia,2021,Estado,Gran capacidad,Autopistas libres y autovías,"320,11",Subtotal gran capacidad,"446,05",Subtotal Estado,"581,20",Total 2021,"3.350,30","Subtotal Murcia, Región de","320,11","446,05","581,20","3.350,30","10.277,64","12.164,23","26.459,26","165.934,75"
"Murcia, Región de",Murcia,2021,Estado,Gran capacidad,Carreteras multicarril,"11,30",Subtotal gran capacidad,"446,05",Subtotal Estado,"581,20",Total 2021,"3.350,30","Subtotal Murcia, Región de","11,30","446,05","581,20","3.350,30","479,51","12.164,23","26.459,26","165.934,75"
"Murcia, Región de",Murcia,2021,Estado,Resto de vías,Carreteras convencionales,"135,16",Subtotal resto de vías,"135,16",Subtotal Estado,"581,20",Total 2021,"3.350,30","Subtotal Murcia, Región de","135,16","135,16","581,20","3.350,30","14.295,03","14.295,03","26.459,26","165.934,75"
"Murcia, Región de",Murcia,2021,Comunidades autónomas,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"257,10",Subtotal comunidades autónomas,"2.769,10",Total 2021,"3.350,30","Subtotal Murcia, Región de","0,00","257,10","2.769,10","3.350,30","382,75","4.109,17","71.647,75","165.934,75"
"Murcia, Región de",Murcia,2021,Comunidades autónomas,Gran capacidad,Autopistas libres y autovías,"166,99",Subtotal gran capacidad,"257,10",Subtotal comunidades autónomas,"2.769,10",Total 2021,"3.350,30","Subtotal Murcia, Región de","166,99","257,10","2.769,10","3.350,30","2.878,78","4.109,17","71.647,75","165.934,75"
"Murcia, Región de",Murcia,2021,Comunidades autónomas,Gran capacidad,Carreteras multicarril,"90,11",Subtotal gran capacidad,"257,10",Subtotal comunidades autónomas,"2.769,10",Total 2021,"3.350,30","Subtotal Murcia, Región de","90,11","257,10","2.769,10","3.350,30","847,63","4.109,17","71.647,75","165.934,75"
"Murcia, Región de",Murcia,2021,Comunidades autónomas,Resto de vías,Carreteras convencionales,"2.512,00",Subtotal resto de vías,"2.512,00",Subtotal comunidades autónomas,"2.769,10",Total 2021,"3.350,30","Subtotal Murcia, Región de","2.512,00","2.512,00","2.769,10","3.350,30","67.538,58","67.538,58","71.647,75","165.934,75"
"Murcia, Región de",Murcia,2021,Diputaciones y cabildos,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"0,00",Total 2021,"3.350,30","Subtotal Murcia, Región de","0,00","0,00","0,00","3.350,30","248,97","1.290,93","67.827,74","165.934,75"
"Murcia, Región de",Murcia,2021,Diputaciones y cabildos,Gran capacidad,Autopistas libres y autovías,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"0,00",Total 2021,"3.350,30","Subtotal Murcia, Región de","0,00","0,00","0,00","3.350,30","629,28","1.290,93","67.827,74","165.934,75"
"Murcia, Región de",Murcia,2021,Diputaciones y cabildos,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"0,00",Total 2021,"3.350,30","Subtotal Murcia, Región de","0,00","0,00","0,00","3.350,30","412,68","1.290,93","67.827,74","165.934,75"
"Murcia, Región de",Murcia,2021,Diputaciones y cabildos,Resto de vías,Carreteras convencionales,"0,00",Subtotal resto de vías,"0,00",Subtotal diputaciones y cabildos,"0,00",Total 2021,"3.350,30","Subtotal Murcia, Región de","0,00","0,00","0,00","3.350,30","66.536,81","66.536,81","67.827,74","165.934,75"
"Murcia, Región de",Murcia,2022,Estado,Gran capacidad,Autopistas de peaje,"73,82",Subtotal gran capacidad,"445,52",Subtotal Estado,"579,15",Total 2022,"3.348,26","Subtotal Murcia, Región de","73,82","445,52","579,15","3.348,26","1.254,63","12.261,32","26.489,91","165.999,93"
"Murcia, Región de",Murcia,2022,Estado,Gran capacidad,Autopistas libres y autovías,"360,42",Subtotal gran capacidad,"445,52",Subtotal Estado,"579,15",Total 2022,"3.348,26","Subtotal Murcia, Región de","360,42","445,52","579,15","3.348,26","10.485,37","12.261,32","26.489,91","165.999,93"
"Murcia, Región de",Murcia,2022,Estado,Gran capacidad,Carreteras multicarril,"11,28",Subtotal gran capacidad,"445,52",Subtotal Estado,"579,15",Total 2022,"3.348,26","Subtotal Murcia, Región de","11,28","445,52","579,15","3.348,26","521,33","12.261,32","26.489,91","165.999,93"
"Murcia, Región de",Murcia,2022,Estado,Resto de vías,Carreteras convencionales,"133,63",Subtotal resto de vías,"133,63",Subtotal Estado,"579,15",Total 2022,"3.348,26","Subtotal Murcia, Región de","133,63","133,63","579,15","3.348,26","14.228,59","14.228,59","26.489,91","165.999,93"
"Murcia, Región de",Murcia,2022,Comunidades autónomas,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"257,11",Subtotal comunidades autónomas,"2.769,11",Total 2022,"3.348,26","Subtotal Murcia, Región de","0,00","257,11","2.769,11","3.348,26","305,55","4.105,72","71.521,92","165.999,93"
"Murcia, Región de",Murcia,2022,Comunidades autónomas,Gran capacidad,Autopistas libres y autovías,"167,00",Subtotal gran capacidad,"257,11",Subtotal comunidades autónomas,"2.769,11",Total 2022,"3.348,26","Subtotal Murcia, Región de","167,00","257,11","2.769,11","3.348,26","2.932,27","4.105,72","71.521,92","165.999,93"
"Murcia, Región de",Murcia,2022,Comunidades autónomas,Gran capacidad,Carreteras multicarril,"90,11",Subtotal gran capacidad,"257,11",Subtotal comunidades autónomas,"2.769,11",Total 2022,"3.348,26","Subtotal Murcia, Región de","90,11","257,11","2.769,11","3.348,26","867,91","4.105,72","71.521,92","165.999,93"
"Murcia, Región de",Murcia,2022,Comunidades autónomas,Resto de vías,Carreteras convencionales,"2.512,00",Subtotal resto de vías,"2.512,00",Subtotal comunidades autónomas,"2.769,11",Total 2022,"3.348,26","Subtotal Murcia, Región de","2.512,00","2.512,00","2.769,11","3.348,26","67.416,20","67.416,20","71.521,92","165.999,93"
"Murcia, Región de",Murcia,2022,Diputaciones y cabildos,Gran capacidad,Autopistas de peaje,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,,Total 2022,"3.348,26","Subtotal Murcia, Región de",,,,"3.348,26","248,97","1.293,13","67.988,10","165.999,93"
"Murcia, Región de",Murcia,2022,Diputaciones y cabildos,Gran capacidad,Autopistas libres y autovías,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,,Total 2022,"3.348,26","Subtotal Murcia, Región de",,,,"3.348,26","629,30","1.293,13","67.988,10","165.999,93"
"Murcia, Región de",Murcia,2022,Diputaciones y cabildos,Gran capacidad,Carreteras multicarril,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,,Total 2022,"3.348,26","Subtotal Murcia, Región de",,,,"3.348,26","414,86","1.293,13","67.988,10","165.999,93"
"Murcia, Región de",Murcia,2022,Diputaciones y cabildos,Resto de vías,Carreteras convencionales,,Subtotal resto de vías,,Subtotal diputaciones y cabildos,,Total 2022,"3.348,26","Subtotal Murcia, Región de",,,,"3.348,26","66.694,97","66.694,97","67.988,10","165.999,93"
