comunidad,provincia,year,Titularidad,Clase_via,tipo_via,longitud,Textbox24,Textbox25,Textbox14,Textbox7,Textbox3,Textbox5,Textbox10,Textbox11,Textbox26,Textbox12,Textbox13,Textbox110,Textbox27,Textbox8,Textbox6
Castilla y León,Palencia,2022,Estado,Gran capacidad,Autopistas libres y autovías,"194,11",Subtotal gran capacidad,"194,11",Subtotal Estado,"439,22",Total 2022,"3.067,83",Subtotal Castilla y León,"1.972,68","2.253,70","5.669,47","33.423,52","10.485,37","12.261,32","26.489,91","165.999,93"
Castilla y León,Palencia,2022,Estado,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"194,11",Subtotal Estado,"439,22",Total 2022,"3.067,83",Subtotal Castilla y León,"85,82","2.253,70","5.669,47","33.423,52","521,33","12.261,32","26.489,91","165.999,93"
Castilla y León,Palencia,2022,Estado,Resto de vías,Carreteras convencionales,"245,12",Subtotal resto de vías,"245,12",Subtotal Estado,"439,22",Total 2022,"3.067,83",Subtotal Castilla y León,"3.415,77","3.415,77","5.669,47","33.423,52","14.228,59","14.228,59","26.489,91","165.999,93"
Castilla y León,Palencia,2022,Comunidades autónomas,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"62,05",Subtotal comunidades autónomas,"1.593,53",Total 2022,"3.067,83",Subtotal Castilla y León,"0,00","299,03","11.608,60","33.423,52","305,55","4.105,72","71.521,92","165.999,93"
Castilla y León,Palencia,2022,Comunidades autónomas,Gran capacidad,Autopistas libres y autovías,"62,05",Subtotal gran capacidad,"62,05",Subtotal comunidades autónomas,"1.593,53",Total 2022,"3.067,83",Subtotal Castilla y León,"281,22","299,03","11.608,60","33.423,52","2.932,27","4.105,72","71.521,92","165.999,93"
Castilla y León,Palencia,2022,Comunidades autónomas,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"62,05",Subtotal comunidades autónomas,"1.593,53",Total 2022,"3.067,83",Subtotal Castilla y León,"17,81","299,03","11.608,60","33.423,52","867,91","4.105,72","71.521,92","165.999,93"
Castilla y León,Palencia,2022,Comunidades autónomas,Resto de vías,Carreteras convencionales,"1.531,48",Subtotal resto de vías,"1.531,48",Subtotal comunidades autónomas,"1.593,53",Total 2022,"3.067,83",Subtotal Castilla y León,"11.309,57","11.309,57","11.608,60","33.423,52","67.416,20","67.416,20","71.521,92","165.999,93"
Castilla y León,Palencia,2022,Diputaciones y cabildos,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"1.035,08",Total 2022,"3.067,83",Subtotal Castilla y León,"0,00","0,00","16.145,45","33.423,52","248,97","1.293,13","67.988,10","165.999,93"
Castilla y León,Palencia,2022,Diputaciones y cabildos,Gran capacidad,Autopistas libres y autovías,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"1.035,08",Total 2022,"3.067,83",Subtotal Castilla y León,"0,00","0,00","16.145,45","33.423,52","629,30","1.293,13","67.988,10","165.999,93"
Castilla y León,Palencia,2022,Diputaciones y cabildos,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"1.035,08",Total 2022,"3.067,83",Subtotal Castilla y León,"0,00","0,00","16.145,45","33.423,52","414,86","1.293,13","67.988,10","165.999,93"
Castilla y León,Palencia,2022,Diputaciones y cabildos,Resto de vías,Carreteras convencionales,"1.035,08",Subtotal resto de vías,"1.035,08",Subtotal diputaciones y cabildos,"1.035,08",Total 2022,"3.067,83",Subtotal Castilla y León,"16.145,45","16.145,45","16.145,45","33.423,52","66.694,97","66.694,97","67.988,10","165.999,93"
Castilla y León,Salamanca,2012,Estado,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"308,81",Subtotal Estado,"573,34",Total 2012,"3.964,34",Subtotal Castilla y León,"274,84","2.009,22","5.469,34","32.722,04","2.538,44","11.534,73","26.037,86","165.594,84"
Castilla y León,Salamanca,2012,Estado,Gran capacidad,Autopistas libres y autovías,"300,43",Subtotal gran capacidad,"308,81",Subtotal Estado,"573,34",Total 2012,"3.964,34",Subtotal Castilla y León,"1.654,65","2.009,22","5.469,34","32.722,04","8.388,96","11.534,73","26.037,86","165.594,84"
Castilla y León,Salamanca,2012,Estado,Gran capacidad,Carreteras multicarril,"8,38",Subtotal gran capacidad,"308,81",Subtotal Estado,"573,34",Total 2012,"3.964,34",Subtotal Castilla y León,"79,73","2.009,22","5.469,34","32.722,04","607,34","11.534,73","26.037,86","165.594,84"
Castilla y León,Salamanca,2012,Estado,Resto de vías,Carreteras convencionales,"264,53",Subtotal resto de vías,"264,53",Subtotal Estado,"573,34",Total 2012,"3.964,34",Subtotal Castilla y León,"3.460,13","3.460,13","5.469,34","32.722,04","14.503,12","14.503,12","26.037,86","165.594,84"
Castilla y León,Salamanca,2012,Comunidades autónomas,Gran capacidad,Autopistas de peaje,,Subtotal gran capacidad,,Subtotal comunidades autónomas,"1.254,00",Total 2012,"3.964,34",Subtotal Castilla y León,,"294,81","11.310,54","32.722,04","322,11","3.739,74","71.381,31","165.594,84"
Castilla y León,Salamanca,2012,Comunidades autónomas,Gran capacidad,Autopistas libres y autovías,,Subtotal gran capacidad,,Subtotal comunidades autónomas,"1.254,00",Total 2012,"3.964,34",Subtotal Castilla y León,"277,21","294,81","11.310,54","32.722,04","2.676,05","3.739,74","71.381,31","165.594,84"
Castilla y León,Salamanca,2012,Comunidades autónomas,Gran capacidad,Carreteras multicarril,,Subtotal gran capacidad,,Subtotal comunidades autónomas,"1.254,00",Total 2012,"3.964,34",Subtotal Castilla y León,"17,60","294,81","11.310,54","32.722,04","741,58","3.739,74","71.381,31","165.594,84"
Castilla y León,Salamanca,2012,Comunidades autónomas,Resto de vías,Carreteras convencionales,"1.254,00",Subtotal resto de vías,"1.254,00",Subtotal comunidades autónomas,"1.254,00",Total 2012,"3.964,34",Subtotal Castilla y León,"11.015,73","11.015,73","11.310,54","32.722,04","67.641,57","67.641,57","71.381,31","165.594,84"
Castilla y León,Salamanca,2012,Diputaciones y cabildos,Gran capacidad,Autopistas de peaje,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,"2.137,00",Total 2012,"3.964,34",Subtotal Castilla y León,,,"15.942,15","32.722,04","164,76","1.060,72","68.175,68","165.594,84"
Castilla y León,Salamanca,2012,Diputaciones y cabildos,Gran capacidad,Autopistas libres y autovías,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,"2.137,00",Total 2012,"3.964,34",Subtotal Castilla y León,,,"15.942,15","32.722,04","610,99","1.060,72","68.175,68","165.594,84"
Castilla y León,Salamanca,2012,Diputaciones y cabildos,Gran capacidad,Carreteras multicarril,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,"2.137,00",Total 2012,"3.964,34",Subtotal Castilla y León,,,"15.942,15","32.722,04","284,98","1.060,72","68.175,68","165.594,84"
Castilla y León,Salamanca,2012,Diputaciones y cabildos,Resto de vías,Carreteras convencionales,"2.137,00",Subtotal resto de vías,"2.137,00",Subtotal diputaciones y cabildos,"2.137,00",Total 2012,"3.964,34",Subtotal Castilla y León,"15.942,15","15.942,15","15.942,15","32.722,04","67.114,95","67.114,95","68.175,68","165.594,84"
Castilla y León,Salamanca,2013,Estado,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"308,81",Subtotal Estado,"573,34",Total 2013,"3.973,25",Subtotal Castilla y León,"276,84","2.052,14","5.511,09","32.762,75","2.538,76","11.604,38","26.072,84","165.360,78"
Castilla y León,Salamanca,2013,Estado,Gran capacidad,Autopistas libres y autovías,"300,43",Subtotal gran capacidad,"308,81",Subtotal Estado,"573,34",Total 2013,"3.973,25",Subtotal Castilla y León,"1.694,42","2.052,14","5.511,09","32.762,75","8.492,95","11.604,38","26.072,84","165.360,78"
Castilla y León,Salamanca,2013,Estado,Gran capacidad,Carreteras multicarril,"8,38",Subtotal gran capacidad,"308,81",Subtotal Estado,"573,34",Total 2013,"3.973,25",Subtotal Castilla y León,"80,88","2.052,14","5.511,09","32.762,75","572,67","11.604,38","26.072,84","165.360,78"
Castilla y León,Salamanca,2013,Estado,Resto de vías,Carreteras convencionales,"264,53",Subtotal resto de vías,"264,53",Subtotal Estado,"573,34",Total 2013,"3.973,25",Subtotal Castilla y León,"3.458,95","3.458,95","5.511,09","32.762,75","14.468,46","14.468,46","26.072,84","165.360,78"
Castilla y León,Salamanca,2013,Comunidades autónomas,Gran capacidad,Autopistas de peaje,,Subtotal gran capacidad,,Subtotal comunidades autónomas,"1.262,91",Total 2013,"3.973,25",Subtotal Castilla y León,,"300,78","11.308,73","32.762,75","322,11","3.915,45","71.145,32","165.360,78"
Castilla y León,Salamanca,2013,Comunidades autónomas,Gran capacidad,Autopistas libres y autovías,,Subtotal gran capacidad,,Subtotal comunidades autónomas,"1.262,91",Total 2013,"3.973,25",Subtotal Castilla y León,"281,27","300,78","11.308,73","32.762,75","2.851,46","3.915,45","71.145,32","165.360,78"
Castilla y León,Salamanca,2013,Comunidades autónomas,Gran capacidad,Carreteras multicarril,,Subtotal gran capacidad,,Subtotal comunidades autónomas,"1.262,91",Total 2013,"3.973,25",Subtotal Castilla y León,"19,51","300,78","11.308,73","32.762,75","741,88","3.915,45","71.145,32","165.360,78"
Castilla y León,Salamanca,2013,Comunidades autónomas,Resto de vías,Carreteras convencionales,"1.262,91",Subtotal resto de vías,"1.262,91",Subtotal comunidades autónomas,"1.262,91",Total 2013,"3.973,25",Subtotal Castilla y León,"11.007,95","11.007,95","11.308,73","32.762,75","67.229,87","67.229,87","71.145,32","165.360,78"
Castilla y León,Salamanca,2013,Diputaciones y cabildos,Gran capacidad,Autopistas de peaje,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,"2.137,00",Total 2013,"3.973,25",Subtotal Castilla y León,,,"15.942,93","32.762,75","164,76","1.062,63","68.142,62","165.360,78"
Castilla y León,Salamanca,2013,Diputaciones y cabildos,Gran capacidad,Autopistas libres y autovías,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,"2.137,00",Total 2013,"3.973,25",Subtotal Castilla y León,,,"15.942,93","32.762,75","610,21","1.062,63","68.142,62","165.360,78"
Castilla y León,Salamanca,2013,Diputaciones y cabildos,Gran capacidad,Carreteras multicarril,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,"2.137,00",Total 2013,"3.973,25",Subtotal Castilla y León,,,"15.942,93","32.762,75","287,66","1.062,63","68.142,62","165.360,78"
Castilla y León,Salamanca,2013,Diputaciones y cabildos,Resto de vías,Carreteras convencionales,"2.137,00",Subtotal resto de vías,"2.137,00",Subtotal diputaciones y cabildos,"2.137,00",Total 2013,"3.973,25",Subtotal Castilla y León,"15.942,93","15.942,93","15.942,93","32.762,75","67.079,99","67.079,99","68.142,62","165.360,78"
Castilla y León,Salamanca,2014,Estado,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"308,00",Subtotal Estado,"573,00",Total 2014,"3.973,45",Subtotal Castilla y León,"276,00","2.064,00","5.523,00","32.798,42","2.538,00","11.696,00","26.124,00","165.638,99"
Castilla y León,Salamanca,2014,Estado,Gran capacidad,Autopistas libres y autovías,"300,00",Subtotal gran capacidad,"308,00",Subtotal Estado,"573,00",Total 2014,"3.973,45",Subtotal Castilla y León,"1.708,00","2.064,00","5.523,00","32.798,42","8.584,00","11.696,00","26.124,00","165.638,99"
Castilla y León,Salamanca,2014,Estado,Gran capacidad,Carreteras multicarril,"8,00",Subtotal gran capacidad,"308,00",Subtotal Estado,"573,00",Total 2014,"3.973,45",Subtotal Castilla y León,"80,00","2.064,00","5.523,00","32.798,42","574,00","11.696,00","26.124,00","165.638,99"
Castilla y León,Salamanca,2014,Estado,Resto de vías,Carreteras convencionales,"265,00",Subtotal resto de vías,"265,00",Subtotal Estado,"573,00",Total 2014,"3.973,45",Subtotal Castilla y León,"3.459,00","3.459,00","5.523,00","32.798,42","14.428,00","14.428,00","26.124,00","165.638,99"
Castilla y León,Salamanca,2014,Comunidades autónomas,Gran capacidad,Autopistas de peaje,,Subtotal gran capacidad,,Subtotal comunidades autónomas,"1.263,45",Total 2014,"3.973,45",Subtotal Castilla y León,,"300,11","11.295,50","32.798,42","321,42","3.935,81","71.396,66","165.638,99"
Castilla y León,Salamanca,2014,Comunidades autónomas,Gran capacidad,Autopistas libres y autovías,,Subtotal gran capacidad,,Subtotal comunidades autónomas,"1.263,45",Total 2014,"3.973,45",Subtotal Castilla y León,"282,14","300,11","11.295,50","32.798,42","2.881,70","3.935,81","71.396,66","165.638,99"
Castilla y León,Salamanca,2014,Comunidades autónomas,Gran capacidad,Carreteras multicarril,,Subtotal gran capacidad,,Subtotal comunidades autónomas,"1.263,45",Total 2014,"3.973,45",Subtotal Castilla y León,"17,97","300,11","11.295,50","32.798,42","732,69","3.935,81","71.396,66","165.638,99"
Castilla y León,Salamanca,2014,Comunidades autónomas,Resto de vías,Carreteras convencionales,"1.263,45",Subtotal resto de vías,"1.263,45",Subtotal comunidades autónomas,"1.263,45",Total 2014,"3.973,45",Subtotal Castilla y León,"10.995,40","10.995,40","11.295,50","32.798,42","67.460,86","67.460,86","71.396,66","165.638,99"
Castilla y León,Salamanca,2014,Diputaciones y cabildos,Gran capacidad,Autopistas de peaje,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,"2.137,00",Total 2014,"3.973,45",Subtotal Castilla y León,,,"15.979,92","32.798,42","159,87","1.073,10","68.118,33","165.638,99"
Castilla y León,Salamanca,2014,Diputaciones y cabildos,Gran capacidad,Autopistas libres y autovías,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,"2.137,00",Total 2014,"3.973,45",Subtotal Castilla y León,,,"15.979,92","32.798,42","563,44","1.073,10","68.118,33","165.638,99"
Castilla y León,Salamanca,2014,Diputaciones y cabildos,Gran capacidad,Carreteras multicarril,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,"2.137,00",Total 2014,"3.973,45",Subtotal Castilla y León,,,"15.979,92","32.798,42","349,79","1.073,10","68.118,33","165.638,99"
Castilla y León,Salamanca,2014,Diputaciones y cabildos,Resto de vías,Carreteras convencionales,"2.137,00",Subtotal resto de vías,"2.137,00",Subtotal diputaciones y cabildos,"2.137,00",Total 2014,"3.973,45",Subtotal Castilla y León,"15.979,92","15.979,92","15.979,92","32.798,42","67.045,23","67.045,23","68.118,33","165.638,99"
Castilla y León,Salamanca,2015,Estado,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"308,81",Subtotal Estado,"573,34",Total 2015,"3.973,79",Subtotal Castilla y León,"276,84","2.147,21","5.599,69","32.878,42","2.538,76","11.942,11","26.329,34","166.002,53"
Castilla y León,Salamanca,2015,Estado,Gran capacidad,Autopistas libres y autovías,"300,43",Subtotal gran capacidad,"308,81",Subtotal Estado,"573,34",Total 2015,"3.973,79",Subtotal Castilla y León,"1.790,62","2.147,21","5.599,69","32.878,42","8.840,52","11.942,11","26.329,34","166.002,53"
Castilla y León,Salamanca,2015,Estado,Gran capacidad,Carreteras multicarril,"8,38",Subtotal gran capacidad,"308,81",Subtotal Estado,"573,34",Total 2015,"3.973,79",Subtotal Castilla y León,"79,75","2.147,21","5.599,69","32.878,42","562,83","11.942,11","26.329,34","166.002,53"
Castilla y León,Salamanca,2015,Estado,Resto de vías,Carreteras convencionales,"264,53",Subtotal resto de vías,"264,53",Subtotal Estado,"573,34",Total 2015,"3.973,79",Subtotal Castilla y León,"3.452,48","3.452,48","5.599,69","32.878,42","14.387,23","14.387,23","26.329,34","166.002,53"
Castilla y León,Salamanca,2015,Comunidades autónomas,Gran capacidad,Autopistas de peaje,,Subtotal gran capacidad,,Subtotal comunidades autónomas,"1.263,45",Total 2015,"3.973,79",Subtotal Castilla y León,,"300,11","11.297,25","32.878,42","329,39","3.967,90","71.324,08","166.002,53"
Castilla y León,Salamanca,2015,Comunidades autónomas,Gran capacidad,Autopistas libres y autovías,,Subtotal gran capacidad,,Subtotal comunidades autónomas,"1.263,45",Total 2015,"3.973,79",Subtotal Castilla y León,"282,14","300,11","11.297,25","32.878,42","2.882,09","3.967,90","71.324,08","166.002,53"
Castilla y León,Salamanca,2015,Comunidades autónomas,Gran capacidad,Carreteras multicarril,,Subtotal gran capacidad,,Subtotal comunidades autónomas,"1.263,45",Total 2015,"3.973,79",Subtotal Castilla y León,"17,97","300,11","11.297,25","32.878,42","756,42","3.967,90","71.324,08","166.002,53"
Castilla y León,Salamanca,2015,Comunidades autónomas,Resto de vías,Carreteras convencionales,"1.263,45",Subtotal resto de vías,"1.263,45",Subtotal comunidades autónomas,"1.263,45",Total 2015,"3.973,79",Subtotal Castilla y León,"10.997,14","10.997,14","11.297,25","32.878,42","67.356,18","67.356,18","71.324,08","166.002,53"
Castilla y León,Salamanca,2015,Diputaciones y cabildos,Gran capacidad,Autopistas de peaje,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,"2.137,00",Total 2015,"3.973,79",Subtotal Castilla y León,,,"15.981,49","32.878,42","171,43","1.111,22","68.349,11","166.002,53"
Castilla y León,Salamanca,2015,Diputaciones y cabildos,Gran capacidad,Autopistas libres y autovías,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,"2.137,00",Total 2015,"3.973,79",Subtotal Castilla y León,,,"15.981,49","32.878,42","573,15","1.111,22","68.349,11","166.002,53"
Castilla y León,Salamanca,2015,Diputaciones y cabildos,Gran capacidad,Carreteras multicarril,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,"2.137,00",Total 2015,"3.973,79",Subtotal Castilla y León,,,"15.981,49","32.878,42","366,63","1.111,22","68.349,11","166.002,53"
Castilla y León,Salamanca,2015,Diputaciones y cabildos,Resto de vías,Carreteras convencionales,"2.137,00",Subtotal resto de vías,"2.137,00",Subtotal diputaciones y cabildos,"2.137,00",Total 2015,"3.973,79",Subtotal Castilla y León,"15.981,49","15.981,49","15.981,49","32.878,42","67.237,89","67.237,89","68.349,11","166.002,53"
Castilla y León,Salamanca,2016,Estado,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"308,62",Subtotal Estado,"573,15",Total 2016,"4.116,29",Subtotal Castilla y León,"276,84","2.157,60","5.613,33","33.021,83","2.538,76","11.956,41","26.394,72","165.482,82"
Castilla y León,Salamanca,2016,Estado,Gran capacidad,Autopistas libres y autovías,"300,43",Subtotal gran capacidad,"308,62",Subtotal Estado,"573,15",Total 2016,"4.116,29",Subtotal Castilla y León,"1.795,85","2.157,60","5.613,33","33.021,83","8.910,12","11.956,41","26.394,72","165.482,82"
Castilla y León,Salamanca,2016,Estado,Gran capacidad,Carreteras multicarril,"8,19",Subtotal gran capacidad,"308,62",Subtotal Estado,"573,15",Total 2016,"4.116,29",Subtotal Castilla y León,"84,91","2.157,60","5.613,33","33.021,83","507,53","11.956,41","26.394,72","165.482,82"
