Provincias;Edad (grupos quinquenales);Españoles/Extranjeros;Sexo;Año;Total
46 Valencia/València;60-64 años;TOTAL;Ambos sexos;2005;120.341
46 Valencia/València;60-64 años;TOTAL;Ambos sexos;2004;111.066
46 Valencia/València;60-64 años;TOTAL;Ambos sexos;2003;106.790
46 Valencia/València;60-64 años;TOTAL;Ambos sexos;2002;107.306
46 Valencia/València;60-64 años;TOTAL;Ambos sexos;2001;109.689
46 Valencia/València;60-64 años;TOTAL;Ambos sexos;2000;104.288
46 Valencia/València;60-64 años;TOTAL;Ambos sexos;1999;112.014
46 Valencia/València;60-64 años;TOTAL;Ambos sexos;1998;114.553
47 Valladolid;20-24 años;TOTAL;Ambos sexos;2022;22.858
47 Valladolid;20-24 años;TOTAL;Ambos sexos;2021;22.607
47 Valladolid;20-24 años;TOTAL;Ambos sexos;2020;22.138
47 Valladolid;20-24 años;TOTAL;Ambos sexos;2019;21.892
47 Valladolid;20-24 años;TOTAL;Ambos sexos;2018;21.894
47 Valladolid;20-24 años;TOTAL;Ambos sexos;2017;22.008
47 Valladolid;20-24 años;TOTAL;Ambos sexos;2016;22.452
47 Valladolid;20-24 años;TOTAL;Ambos sexos;2015;22.909
47 Valladolid;20-24 años;TOTAL;Ambos sexos;2014;23.464
47 Valladolid;20-24 años;TOTAL;Ambos sexos;2013;24.115
47 Valladolid;20-24 años;TOTAL;Ambos sexos;2012;25.056
47 Valladolid;20-24 años;TOTAL;Ambos sexos;2011;26.011
47 Valladolid;20-24 años;TOTAL;Ambos sexos;2010;27.187
47 Valladolid;20-24 años;TOTAL;Ambos sexos;2009;28.794
47 Valladolid;20-24 años;TOTAL;Ambos sexos;2008;30.048
47 Valladolid;20-24 años;TOTAL;Ambos sexos;2007;30.782
47 Valladolid;20-24 años;TOTAL;Ambos sexos;2006;32.405
47 Valladolid;20-24 años;TOTAL;Ambos sexos;2005;34.201
47 Valladolid;20-24 años;TOTAL;Ambos sexos;2004;35.750
47 Valladolid;20-24 años;TOTAL;Ambos sexos;2003;38.195
47 Valladolid;20-24 años;TOTAL;Ambos sexos;2002;39.861
47 Valladolid;20-24 años;TOTAL;Ambos sexos;2001;41.630
47 Valladolid;20-24 años;TOTAL;Ambos sexos;2000;42.841
47 Valladolid;20-24 años;TOTAL;Ambos sexos;1999;44.089
47 Valladolid;20-24 años;TOTAL;Ambos sexos;1998;44.080
47 Valladolid;25-29 años;TOTAL;Ambos sexos;2022;22.522
47 Valladolid;25-29 años;TOTAL;Ambos sexos;2021;22.808
47 Valladolid;25-29 años;TOTAL;Ambos sexos;2020;22.929
47 Valladolid;25-29 años;TOTAL;Ambos sexos;2019;23.138
47 Valladolid;25-29 años;TOTAL;Ambos sexos;2018;23.347
47 Valladolid;25-29 años;TOTAL;Ambos sexos;2017;23.818
47 Valladolid;25-29 años;TOTAL;Ambos sexos;2016;24.651
47 Valladolid;25-29 años;TOTAL;Ambos sexos;2015;25.994
47 Valladolid;25-29 años;TOTAL;Ambos sexos;2014;27.791
47 Valladolid;25-29 años;TOTAL;Ambos sexos;2013;29.677
47 Valladolid;25-29 años;TOTAL;Ambos sexos;2012;31.727
47 Valladolid;25-29 años;TOTAL;Ambos sexos;2011;33.748
47 Valladolid;25-29 años;TOTAL;Ambos sexos;2010;35.861
47 Valladolid;25-29 años;TOTAL;Ambos sexos;2009;38.011
47 Valladolid;25-29 años;TOTAL;Ambos sexos;2008;40.432
47 Valladolid;25-29 años;TOTAL;Ambos sexos;2007;41.545
47 Valladolid;25-29 años;TOTAL;Ambos sexos;2006;43.559
47 Valladolid;25-29 años;TOTAL;Ambos sexos;2005;44.231
47 Valladolid;25-29 años;TOTAL;Ambos sexos;2004;44.774
47 Valladolid;25-29 años;TOTAL;Ambos sexos;2003;44.630
47 Valladolid;25-29 años;TOTAL;Ambos sexos;2002;44.107
47 Valladolid;25-29 años;TOTAL;Ambos sexos;2001;42.896
47 Valladolid;25-29 años;TOTAL;Ambos sexos;2000;42.339
47 Valladolid;25-29 años;TOTAL;Ambos sexos;1999;41.493
47 Valladolid;25-29 años;TOTAL;Ambos sexos;1998;41.207
47 Valladolid;30-34 años;TOTAL;Ambos sexos;2022;24.315
47 Valladolid;30-34 años;TOTAL;Ambos sexos;2021;24.905
47 Valladolid;30-34 años;TOTAL;Ambos sexos;2020;25.636
47 Valladolid;30-34 años;TOTAL;Ambos sexos;2019;26.549
47 Valladolid;30-34 años;TOTAL;Ambos sexos;2018;27.866
47 Valladolid;30-34 años;TOTAL;Ambos sexos;2017;29.539
47 Valladolid;30-34 años;TOTAL;Ambos sexos;2016;31.515
47 Valladolid;30-34 años;TOTAL;Ambos sexos;2015;33.961
47 Valladolid;30-34 años;TOTAL;Ambos sexos;2014;36.492
47 Valladolid;30-34 años;TOTAL;Ambos sexos;2013;39.659
47 Valladolid;30-34 años;TOTAL;Ambos sexos;2012;41.905
47 Valladolid;30-34 años;TOTAL;Ambos sexos;2011;44.293
47 Valladolid;30-34 años;TOTAL;Ambos sexos;2010;45.454
47 Valladolid;30-34 años;TOTAL;Ambos sexos;2009;46.643
47 Valladolid;30-34 años;TOTAL;Ambos sexos;2008;46.284
47 Valladolid;30-34 años;TOTAL;Ambos sexos;2007;45.430
47 Valladolid;30-34 años;TOTAL;Ambos sexos;2006;44.391
47 Valladolid;30-34 años;TOTAL;Ambos sexos;2005;43.610
47 Valladolid;30-34 años;TOTAL;Ambos sexos;2004;42.611
47 Valladolid;30-34 años;TOTAL;Ambos sexos;2003;42.015
47 Valladolid;30-34 años;TOTAL;Ambos sexos;2002;41.244
47 Valladolid;30-34 años;TOTAL;Ambos sexos;2001;40.384
47 Valladolid;30-34 años;TOTAL;Ambos sexos;2000;39.659
47 Valladolid;30-34 años;TOTAL;Ambos sexos;1999;38.812
47 Valladolid;30-34 años;TOTAL;Ambos sexos;1998;38.714
47 Valladolid;35-39 años;TOTAL;Ambos sexos;2022;30.144
47 Valladolid;35-39 años;TOTAL;Ambos sexos;2021;31.845
47 Valladolid;35-39 años;TOTAL;Ambos sexos;2020;33.613
47 Valladolid;35-39 años;TOTAL;Ambos sexos;2019;35.313
47 Valladolid;35-39 años;TOTAL;Ambos sexos;2018;37.733
47 Valladolid;35-39 años;TOTAL;Ambos sexos;2017;39.752
47 Valladolid;35-39 años;TOTAL;Ambos sexos;2016;42.489
47 Valladolid;35-39 años;TOTAL;Ambos sexos;2015;43.931
47 Valladolid;35-39 años;TOTAL;Ambos sexos;2014;45.458
47 Valladolid;35-39 años;TOTAL;Ambos sexos;2013;45.919
47 Valladolid;35-39 años;TOTAL;Ambos sexos;2012;46.223
47 Valladolid;35-39 años;TOTAL;Ambos sexos;2011;45.672
47 Valladolid;35-39 años;TOTAL;Ambos sexos;2010;45.284
47 Valladolid;35-39 años;TOTAL;Ambos sexos;2009;44.567
47 Valladolid;35-39 años;TOTAL;Ambos sexos;2008;44.063
47 Valladolid;35-39 años;TOTAL;Ambos sexos;2007;43.062
47 Valladolid;35-39 años;TOTAL;Ambos sexos;2006;42.663
47 Valladolid;35-39 años;TOTAL;Ambos sexos;2005;41.919
47 Valladolid;35-39 años;TOTAL;Ambos sexos;2004;41.346
47 Valladolid;35-39 años;TOTAL;Ambos sexos;2003;40.671
47 Valladolid;35-39 años;TOTAL;Ambos sexos;2002;39.402
47 Valladolid;35-39 años;TOTAL;Ambos sexos;2001;38.634
47 Valladolid;35-39 años;TOTAL;Ambos sexos;2000;38.024
47 Valladolid;35-39 años;TOTAL;Ambos sexos;1999;37.416
47 Valladolid;35-39 años;TOTAL;Ambos sexos;1998;36.959
47 Valladolid;40-44 años;TOTAL;Ambos sexos;2022;40.375
47 Valladolid;40-44 años;TOTAL;Ambos sexos;2021;42.539
47 Valladolid;40-44 años;TOTAL;Ambos sexos;2020;43.537
47 Valladolid;40-44 años;TOTAL;Ambos sexos;2019;44.311
47 Valladolid;40-44 años;TOTAL;Ambos sexos;2018;44.351
47 Valladolid;40-44 años;TOTAL;Ambos sexos;2017;44.527
47 Valladolid;40-44 años;TOTAL;Ambos sexos;2016;44.030
47 Valladolid;40-44 años;TOTAL;Ambos sexos;2015;44.111
47 Valladolid;40-44 años;TOTAL;Ambos sexos;2014;43.822
47 Valladolid;40-44 años;TOTAL;Ambos sexos;2013;43.798
47 Valladolid;40-44 años;TOTAL;Ambos sexos;2012;43.911
47 Valladolid;40-44 años;TOTAL;Ambos sexos;2011;43.681
47 Valladolid;40-44 años;TOTAL;Ambos sexos;2010;43.259
47 Valladolid;40-44 años;TOTAL;Ambos sexos;2009;42.988
47 Valladolid;40-44 años;TOTAL;Ambos sexos;2008;42.410
47 Valladolid;40-44 años;TOTAL;Ambos sexos;2007;41.180
47 Valladolid;40-44 años;TOTAL;Ambos sexos;2006;40.651
47 Valladolid;40-44 años;TOTAL;Ambos sexos;2005;40.196
47 Valladolid;40-44 años;TOTAL;Ambos sexos;2004;39.594
47 Valladolid;40-44 años;TOTAL;Ambos sexos;2003;38.852
47 Valladolid;40-44 años;TOTAL;Ambos sexos;2002;38.145
47 Valladolid;40-44 años;TOTAL;Ambos sexos;2001;37.368
47 Valladolid;40-44 años;TOTAL;Ambos sexos;2000;36.619
47 Valladolid;40-44 años;TOTAL;Ambos sexos;1999;35.399
47 Valladolid;40-44 años;TOTAL;Ambos sexos;1998;34.725
47 Valladolid;45-49 años;TOTAL;Ambos sexos;2022;44.636
47 Valladolid;45-49 años;TOTAL;Ambos sexos;2021;43.883
47 Valladolid;45-49 años;TOTAL;Ambos sexos;2020;43.620
47 Valladolid;45-49 años;TOTAL;Ambos sexos;2019;42.995
47 Valladolid;45-49 años;TOTAL;Ambos sexos;2018;42.643
47 Valladolid;45-49 años;TOTAL;Ambos sexos;2017;42.542
47 Valladolid;45-49 años;TOTAL;Ambos sexos;2016;42.436
47 Valladolid;45-49 años;TOTAL;Ambos sexos;2015;42.343
47 Valladolid;45-49 años;TOTAL;Ambos sexos;2014;42.251
47 Valladolid;45-49 años;TOTAL;Ambos sexos;2013;42.114
47 Valladolid;45-49 años;TOTAL;Ambos sexos;2012;41.571
47 Valladolid;45-49 años;TOTAL;Ambos sexos;2011;41.191
47 Valladolid;45-49 años;TOTAL;Ambos sexos;2010;40.897
47 Valladolid;45-49 años;TOTAL;Ambos sexos;2009;40.547
47 Valladolid;45-49 años;TOTAL;Ambos sexos;2008;39.817
47 Valladolid;45-49 años;TOTAL;Ambos sexos;2007;39.285
47 Valladolid;45-49 años;TOTAL;Ambos sexos;2006;38.819
47 Valladolid;45-49 años;TOTAL;Ambos sexos;2005;37.941
47 Valladolid;45-49 años;TOTAL;Ambos sexos;2004;36.636
47 Valladolid;45-49 años;TOTAL;Ambos sexos;2003;35.766
47 Valladolid;45-49 años;TOTAL;Ambos sexos;2002;34.839
47 Valladolid;45-49 años;TOTAL;Ambos sexos;2001;33.877
47 Valladolid;45-49 años;TOTAL;Ambos sexos;2000;33.568
47 Valladolid;45-49 años;TOTAL;Ambos sexos;1999;33.846
47 Valladolid;45-49 años;TOTAL;Ambos sexos;1998;34.310
47 Valladolid;50-54 años;TOTAL;Ambos sexos;2022;42.330
47 Valladolid;50-54 años;TOTAL;Ambos sexos;2021;42.065
47 Valladolid;50-54 años;TOTAL;Ambos sexos;2020;41.707
47 Valladolid;50-54 años;TOTAL;Ambos sexos;2019;41.265
47 Valladolid;50-54 años;TOTAL;Ambos sexos;2018;40.930
47 Valladolid;50-54 años;TOTAL;Ambos sexos;2017;40.365
47 Valladolid;50-54 años;TOTAL;Ambos sexos;2016;40.175
47 Valladolid;50-54 años;TOTAL;Ambos sexos;2015;39.896
47 Valladolid;50-54 años;TOTAL;Ambos sexos;2014;39.793
47 Valladolid;50-54 años;TOTAL;Ambos sexos;2013;39.409
47 Valladolid;50-54 años;TOTAL;Ambos sexos;2012;39.380
47 Valladolid;50-54 años;TOTAL;Ambos sexos;2011;38.951
47 Valladolid;50-54 años;TOTAL;Ambos sexos;2010;38.127
47 Valladolid;50-54 años;TOTAL;Ambos sexos;2009;36.984
47 Valladolid;50-54 años;TOTAL;Ambos sexos;2008;36.204
47 Valladolid;50-54 años;TOTAL;Ambos sexos;2007;35.279
47 Valladolid;50-54 años;TOTAL;Ambos sexos;2006;34.429
47 Valladolid;50-54 años;TOTAL;Ambos sexos;2005;34.145
47 Valladolid;50-54 años;TOTAL;Ambos sexos;2004;34.255
47 Valladolid;50-54 años;TOTAL;Ambos sexos;2003;34.663
47 Valladolid;50-54 años;TOTAL;Ambos sexos;2002;34.172
47 Valladolid;50-54 años;TOTAL;Ambos sexos;2001;33.596
47 Valladolid;50-54 años;TOTAL;Ambos sexos;2000;33.487
47 Valladolid;50-54 años;TOTAL;Ambos sexos;1999;33.082
47 Valladolid;50-54 años;TOTAL;Ambos sexos;1998;32.035
47 Valladolid;55-59 años;TOTAL;Ambos sexos;2022;39.760
47 Valladolid;55-59 años;TOTAL;Ambos sexos;2021;39.417
47 Valladolid;55-59 años;TOTAL;Ambos sexos;2020;39.004
47 Valladolid;55-59 años;TOTAL;Ambos sexos;2019;38.593
47 Valladolid;55-59 años;TOTAL;Ambos sexos;2018;38.126
47 Valladolid;55-59 años;TOTAL;Ambos sexos;2017;38.041
47 Valladolid;55-59 años;TOTAL;Ambos sexos;2016;37.628
47 Valladolid;55-59 años;TOTAL;Ambos sexos;2015;36.943
47 Valladolid;55-59 años;TOTAL;Ambos sexos;2014;35.991
47 Valladolid;55-59 años;TOTAL;Ambos sexos;2013;35.432
47 Valladolid;55-59 años;TOTAL;Ambos sexos;2012;34.807
47 Valladolid;55-59 años;TOTAL;Ambos sexos;2011;34.003
47 Valladolid;55-59 años;TOTAL;Ambos sexos;2010;33.782
47 Valladolid;55-59 años;TOTAL;Ambos sexos;2009;33.985
47 Valladolid;55-59 años;TOTAL;Ambos sexos;2008;34.433
47 Valladolid;55-59 años;TOTAL;Ambos sexos;2007;34.005
47 Valladolid;55-59 años;TOTAL;Ambos sexos;2006;33.450
47 Valladolid;55-59 años;TOTAL;Ambos sexos;2005;33.359
47 Valladolid;55-59 años;TOTAL;Ambos sexos;2004;32.793
47 Valladolid;55-59 años;TOTAL;Ambos sexos;2003;31.752
47 Valladolid;55-59 años;TOTAL;Ambos sexos;2002;30.719
47 Valladolid;55-59 años;TOTAL;Ambos sexos;2001;29.856
47 Valladolid;55-59 años;TOTAL;Ambos sexos;2000;28.811
47 Valladolid;55-59 años;TOTAL;Ambos sexos;1999;26.853
47 Valladolid;55-59 años;TOTAL;Ambos sexos;1998;24.641
47 Valladolid;60-64 años;TOTAL;Ambos sexos;2022;36.927
47 Valladolid;60-64 años;TOTAL;Ambos sexos;2021;36.537
47 Valladolid;60-64 años;TOTAL;Ambos sexos;2020;35.871
47 Valladolid;60-64 años;TOTAL;Ambos sexos;2019;34.800
47 Valladolid;60-64 años;TOTAL;Ambos sexos;2018;34.163
47 Valladolid;60-64 años;TOTAL;Ambos sexos;2017;33.395
47 Valladolid;60-64 años;TOTAL;Ambos sexos;2016;32.630
47 Valladolid;60-64 años;TOTAL;Ambos sexos;2015;32.429
47 Valladolid;60-64 años;TOTAL;Ambos sexos;2014;32.742
47 Valladolid;60-64 años;TOTAL;Ambos sexos;2013;33.355
47 Valladolid;60-64 años;TOTAL;Ambos sexos;2012;33.142
47 Valladolid;60-64 años;TOTAL;Ambos sexos;2011;32.625
47 Valladolid;60-64 años;TOTAL;Ambos sexos;2010;32.596
47 Valladolid;60-64 años;TOTAL;Ambos sexos;2009;32.025
47 Valladolid;60-64 años;TOTAL;Ambos sexos;2008;31.085
47 Valladolid;60-64 años;TOTAL;Ambos sexos;2007;30.061
47 Valladolid;60-64 años;TOTAL;Ambos sexos;2006;29.306
47 Valladolid;60-64 años;TOTAL;Ambos sexos;2005;28.246
47 Valladolid;60-64 años;TOTAL;Ambos sexos;2004;26.219
47 Valladolid;60-64 años;TOTAL;Ambos sexos;2003;24.153
47 Valladolid;60-64 años;TOTAL;Ambos sexos;2002;23.248
47 Valladolid;60-64 años;TOTAL;Ambos sexos;2001;23.980
47 Valladolid;60-64 años;TOTAL;Ambos sexos;2000;23.472
47 Valladolid;60-64 años;TOTAL;Ambos sexos;1999;24.624
47 Valladolid;60-64 años;TOTAL;Ambos sexos;1998;25.657
49 Zamora;20-24 años;TOTAL;Ambos sexos;2022;6.655
49 Zamora;20-24 años;TOTAL;Ambos sexos;2021;6.770
49 Zamora;20-24 años;TOTAL;Ambos sexos;2020;6.784
49 Zamora;20-24 años;TOTAL;Ambos sexos;2019;6.873
49 Zamora;20-24 años;TOTAL;Ambos sexos;2018;7.074
49 Zamora;20-24 años;TOTAL;Ambos sexos;2017;7.356
49 Zamora;20-24 años;TOTAL;Ambos sexos;2016;7.671
49 Zamora;20-24 años;TOTAL;Ambos sexos;2015;8.093
49 Zamora;20-24 años;TOTAL;Ambos sexos;2014;8.513
49 Zamora;20-24 años;TOTAL;Ambos sexos;2013;8.870
49 Zamora;20-24 años;TOTAL;Ambos sexos;2012;9.385
49 Zamora;20-24 años;TOTAL;Ambos sexos;2011;9.652
49 Zamora;20-24 años;TOTAL;Ambos sexos;2010;9.950
49 Zamora;20-24 años;TOTAL;Ambos sexos;2009;10.437
49 Zamora;20-24 años;TOTAL;Ambos sexos;2008;10.812
49 Zamora;20-24 años;TOTAL;Ambos sexos;2007;10.973
49 Zamora;20-24 años;TOTAL;Ambos sexos;2006;11.271
49 Zamora;20-24 años;TOTAL;Ambos sexos;2005;11.624
49 Zamora;20-24 años;TOTAL;Ambos sexos;2004;11.998
49 Zamora;20-24 años;TOTAL;Ambos sexos;2003;12.568
49 Zamora;20-24 años;TOTAL;Ambos sexos;2002;12.968
49 Zamora;20-24 años;TOTAL;Ambos sexos;2001;13.458
49 Zamora;20-24 años;TOTAL;Ambos sexos;2000;13.718
49 Zamora;20-24 años;TOTAL;Ambos sexos;1999;13.769
49 Zamora;20-24 años;TOTAL;Ambos sexos;1998;13.750
49 Zamora;25-29 años;TOTAL;Ambos sexos;2022;6.953
49 Zamora;25-29 años;TOTAL;Ambos sexos;2021;7.081
49 Zamora;25-29 años;TOTAL;Ambos sexos;2020;7.280
49 Zamora;25-29 años;TOTAL;Ambos sexos;2019;7.603
49 Zamora;25-29 años;TOTAL;Ambos sexos;2018;7.896
49 Zamora;25-29 años;TOTAL;Ambos sexos;2017;8.301
49 Zamora;25-29 años;TOTAL;Ambos sexos;2016;8.690
49 Zamora;25-29 años;TOTAL;Ambos sexos;2015;9.065
49 Zamora;25-29 años;TOTAL;Ambos sexos;2014;9.493
49 Zamora;25-29 años;TOTAL;Ambos sexos;2013;9.922
49 Zamora;25-29 años;TOTAL;Ambos sexos;2012;10.558
49 Zamora;25-29 años;TOTAL;Ambos sexos;2011;11.053
49 Zamora;25-29 años;TOTAL;Ambos sexos;2010;11.493
49 Zamora;25-29 años;TOTAL;Ambos sexos;2009;11.949
49 Zamora;25-29 años;TOTAL;Ambos sexos;2008;12.483
49 Zamora;25-29 años;TOTAL;Ambos sexos;2007;12.698
49 Zamora;25-29 años;TOTAL;Ambos sexos;2006;13.082
49 Zamora;25-29 años;TOTAL;Ambos sexos;2005;13.174
49 Zamora;25-29 años;TOTAL;Ambos sexos;2004;13.108
49 Zamora;25-29 años;TOTAL;Ambos sexos;2003;13.094
49 Zamora;25-29 años;TOTAL;Ambos sexos;2002;13.186
49 Zamora;25-29 años;TOTAL;Ambos sexos;2001;13.209
49 Zamora;25-29 años;TOTAL;Ambos sexos;2000;13.280
49 Zamora;25-29 años;TOTAL;Ambos sexos;1999;13.340
49 Zamora;25-29 años;TOTAL;Ambos sexos;1998;13.617
49 Zamora;30-34 años;TOTAL;Ambos sexos;2022;7.630
49 Zamora;30-34 años;TOTAL;Ambos sexos;2021;7.874
49 Zamora;30-34 años;TOTAL;Ambos sexos;2020;7.988
49 Zamora;30-34 años;TOTAL;Ambos sexos;2019;8.366
49 Zamora;30-34 años;TOTAL;Ambos sexos;2018;8.725
49 Zamora;30-34 años;TOTAL;Ambos sexos;2017;9.203
49 Zamora;30-34 años;TOTAL;Ambos sexos;2016;9.760
49 Zamora;30-34 años;TOTAL;Ambos sexos;2015;10.427
49 Zamora;30-34 años;TOTAL;Ambos sexos;2014;10.948
49 Zamora;30-34 años;TOTAL;Ambos sexos;2013;11.654
49 Zamora;30-34 años;TOTAL;Ambos sexos;2012;12.167
49 Zamora;30-34 años;TOTAL;Ambos sexos;2011;12.627
49 Zamora;30-34 años;TOTAL;Ambos sexos;2010;12.739
49 Zamora;30-34 años;TOTAL;Ambos sexos;2009;12.746
49 Zamora;30-34 años;TOTAL;Ambos sexos;2008;12.764
49 Zamora;30-34 años;TOTAL;Ambos sexos;2007;12.622
49 Zamora;30-34 años;TOTAL;Ambos sexos;2006;12.546
49 Zamora;30-34 años;TOTAL;Ambos sexos;2005;12.594
49 Zamora;30-34 años;TOTAL;Ambos sexos;2004;12.621
49 Zamora;30-34 años;TOTAL;Ambos sexos;2003;12.738
49 Zamora;30-34 años;TOTAL;Ambos sexos;2002;13.149
49 Zamora;30-34 años;TOTAL;Ambos sexos;2001;13.269
49 Zamora;30-34 años;TOTAL;Ambos sexos;2000;13.529
49 Zamora;30-34 años;TOTAL;Ambos sexos;1999;13.788
49 Zamora;30-34 años;TOTAL;Ambos sexos;1998;14.221
49 Zamora;35-39 años;TOTAL;Ambos sexos;2022;8.860
49 Zamora;35-39 años;TOTAL;Ambos sexos;2021;9.231
49 Zamora;35-39 años;TOTAL;Ambos sexos;2020;9.624
49 Zamora;35-39 años;TOTAL;Ambos sexos;2019;10.048
49 Zamora;35-39 años;TOTAL;Ambos sexos;2018;10.655
49 Zamora;35-39 años;TOTAL;Ambos sexos;2017;11.221
49 Zamora;35-39 años;TOTAL;Ambos sexos;2016;11.783
49 Zamora;35-39 años;TOTAL;Ambos sexos;2015;12.072
49 Zamora;35-39 años;TOTAL;Ambos sexos;2014;12.202
49 Zamora;35-39 años;TOTAL;Ambos sexos;2013;12.238
49 Zamora;35-39 años;TOTAL;Ambos sexos;2012;12.398
49 Zamora;35-39 años;TOTAL;Ambos sexos;2011;12.448
49 Zamora;35-39 años;TOTAL;Ambos sexos;2010;12.542
49 Zamora;35-39 años;TOTAL;Ambos sexos;2009;12.764
49 Zamora;35-39 años;TOTAL;Ambos sexos;2008;13.019
49 Zamora;35-39 años;TOTAL;Ambos sexos;2007;13.124
49 Zamora;35-39 años;TOTAL;Ambos sexos;2006;13.200
49 Zamora;35-39 años;TOTAL;Ambos sexos;2005;13.331
49 Zamora;35-39 años;TOTAL;Ambos sexos;2004;13.643
49 Zamora;35-39 años;TOTAL;Ambos sexos;2003;13.966
49 Zamora;35-39 años;TOTAL;Ambos sexos;2002;14.149
49 Zamora;35-39 años;TOTAL;Ambos sexos;2001;14.314
49 Zamora;35-39 años;TOTAL;Ambos sexos;2000;14.384
49 Zamora;35-39 años;TOTAL;Ambos sexos;1999;14.161
49 Zamora;35-39 años;TOTAL;Ambos sexos;1998;13.978
49 Zamora;40-44 años;TOTAL;Ambos sexos;2022;11.081
49 Zamora;40-44 años;TOTAL;Ambos sexos;2021;11.489
49 Zamora;40-44 años;TOTAL;Ambos sexos;2020;11.656
49 Zamora;40-44 años;TOTAL;Ambos sexos;2019;11.758
49 Zamora;40-44 años;TOTAL;Ambos sexos;2018;11.691
49 Zamora;40-44 años;TOTAL;Ambos sexos;2017;11.818
49 Zamora;40-44 años;TOTAL;Ambos sexos;2016;11.918
49 Zamora;40-44 años;TOTAL;Ambos sexos;2015;12.117
49 Zamora;40-44 años;TOTAL;Ambos sexos;2014;12.432
49 Zamora;40-44 años;TOTAL;Ambos sexos;2013;12.779
49 Zamora;40-44 años;TOTAL;Ambos sexos;2012;13.206
49 Zamora;40-44 años;TOTAL;Ambos sexos;2011;13.453
49 Zamora;40-44 años;TOTAL;Ambos sexos;2010;13.679
49 Zamora;40-44 años;TOTAL;Ambos sexos;2009;14.076
49 Zamora;40-44 años;TOTAL;Ambos sexos;2008;14.389
49 Zamora;40-44 años;TOTAL;Ambos sexos;2007;14.403
49 Zamora;40-44 años;TOTAL;Ambos sexos;2006;14.404
49 Zamora;40-44 años;TOTAL;Ambos sexos;2005;14.445
49 Zamora;40-44 años;TOTAL;Ambos sexos;2004;14.264
49 Zamora;40-44 años;TOTAL;Ambos sexos;2003;14.046
49 Zamora;40-44 años;TOTAL;Ambos sexos;2002;13.774
49 Zamora;40-44 años;TOTAL;Ambos sexos;2001;13.511
49 Zamora;40-44 años;TOTAL;Ambos sexos;2000;13.104
49 Zamora;40-44 años;TOTAL;Ambos sexos;1999;12.683
49 Zamora;40-44 años;TOTAL;Ambos sexos;1998;12.304
49 Zamora;45-49 años;TOTAL;Ambos sexos;2022;11.685
49 Zamora;45-49 años;TOTAL;Ambos sexos;2021;11.696
49 Zamora;45-49 años;TOTAL;Ambos sexos;2020;11.790
49 Zamora;45-49 años;TOTAL;Ambos sexos;2019;12.026
49 Zamora;45-49 años;TOTAL;Ambos sexos;2018;12.335
49 Zamora;45-49 años;TOTAL;Ambos sexos;2017;12.744
49 Zamora;45-49 años;TOTAL;Ambos sexos;2016;13.044
49 Zamora;45-49 años;TOTAL;Ambos sexos;2015;13.427
49 Zamora;45-49 años;TOTAL;Ambos sexos;2014;13.801
49 Zamora;45-49 años;TOTAL;Ambos sexos;2013;14.188
49 Zamora;45-49 años;TOTAL;Ambos sexos;2012;14.413
49 Zamora;45-49 años;TOTAL;Ambos sexos;2011;14.577
49 Zamora;45-49 años;TOTAL;Ambos sexos;2010;14.634
49 Zamora;45-49 años;TOTAL;Ambos sexos;2009;14.564
49 Zamora;45-49 años;TOTAL;Ambos sexos;2008;14.375
49 Zamora;45-49 años;TOTAL;Ambos sexos;2007;13.996
49 Zamora;45-49 años;TOTAL;Ambos sexos;2006;13.672
49 Zamora;45-49 años;TOTAL;Ambos sexos;2005;13.184
49 Zamora;45-49 años;TOTAL;Ambos sexos;2004;12.727
49 Zamora;45-49 años;TOTAL;Ambos sexos;2003;12.419
49 Zamora;45-49 años;TOTAL;Ambos sexos;2002;12.117
49 Zamora;45-49 años;TOTAL;Ambos sexos;2001;11.602
49 Zamora;45-49 años;TOTAL;Ambos sexos;2000;11.289
49 Zamora;45-49 años;TOTAL;Ambos sexos;1999;11.181
49 Zamora;45-49 años;TOTAL;Ambos sexos;1998;11.194
49 Zamora;50-54 años;TOTAL;Ambos sexos;2022;12.618
49 Zamora;50-54 años;TOTAL;Ambos sexos;2021;12.817
49 Zamora;50-54 años;TOTAL;Ambos sexos;2020;13.086
49 Zamora;50-54 años;TOTAL;Ambos sexos;2019;13.521
49 Zamora;50-54 años;TOTAL;Ambos sexos;2018;13.870
49 Zamora;50-54 años;TOTAL;Ambos sexos;2017;14.048
49 Zamora;50-54 años;TOTAL;Ambos sexos;2016;14.297
49 Zamora;50-54 años;TOTAL;Ambos sexos;2015;14.479
49 Zamora;50-54 años;TOTAL;Ambos sexos;2014;14.339
49 Zamora;50-54 años;TOTAL;Ambos sexos;2013;14.264
49 Zamora;50-54 años;TOTAL;Ambos sexos;2012;14.128
49 Zamora;50-54 años;TOTAL;Ambos sexos;2011;13.915
49 Zamora;50-54 años;TOTAL;Ambos sexos;2010;13.441
49 Zamora;50-54 años;TOTAL;Ambos sexos;2009;13.015
49 Zamora;50-54 años;TOTAL;Ambos sexos;2008;12.669
49 Zamora;50-54 años;TOTAL;Ambos sexos;2007;12.341
49 Zamora;50-54 años;TOTAL;Ambos sexos;2006;11.790
49 Zamora;50-54 años;TOTAL;Ambos sexos;2005;11.464
49 Zamora;50-54 años;TOTAL;Ambos sexos;2004;11.330
49 Zamora;50-54 años;TOTAL;Ambos sexos;2003;11.378
